Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.5-192.168.50.1-734-43784-17,172.16.0.5,734,192.168.50.1,43784,17,01/12/2018 09:43:53 a.m.,1992,35,1,15400.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,7951807.228915663,18072.289156626506,56.91428571428573,160.50075525359622,892.0,0.0,1991.0,58.55882352941177,162.61484355380512,892.0,0.0,0,0,0,0,0,0,0,0,0,280,8,17570.281124497993,502.0080321285141,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,452.22222222222223,440.0,440.0,0,0,0,0,0,0,35,15400,1,440,-1,-1,35,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-608-41613-17,172.16.0.5,608,192.168.50.1,41613,17,01/12/2018 09:43:53 a.m.,1153,57,1,24792.0,440.0,440.0,296.0,434.94736842105266,26.731750151559726,440.0,440.0,440.0,0.0,2.1883781439722463E7,50303.55594102342,20.2280701754386,34.36568967104277,204.0,0.0,1152.0,20.571428571428573,34.57790000609015,204.0,0.0,0,0,0,0,0,0,0,0,0,456,8,49436.25325238508,867.3026886383349,296.0,440.0,435.1186440677966,26.282998796103072,690.7960257159556,0,0,0,0,0,0,0,0,0.0,442.62068965517244,434.94736842105266,440.0,0,0,0,0,0,0,57,24792,1,440,-1,-1,57,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-1011-54990-17,172.16.0.5,1011,192.168.50.1,54990,17,01/12/2018 09:43:52 a.m.,9600,51,1,21864.0,440.0,440.0,152.0,428.70588235294116,56.45929298800935,440.0,440.0,440.0,0.0,2323333.3333333335,5416.666666666667,188.23529411764702,1183.489071994081,8468.0,0.0,9599.0,191.98,1195.199248865977,8468.0,0.0,0,0,0,0,0,0,0,0,0,408,8,5312.500000000001,104.16666666666667,152.0,440.0,429.1320754716981,55.40551129759602,3069.7706821480406,0,0,0,0,0,0,0,0,0.0,437.38461538461536,428.70588235294116,440.0,0,0,0,0,0,0,51,21864,1,440,-1,-1,51,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-919-64153-17,172.16.0.5,919,192.168.50.1,64153,17,01/12/2018 09:43:52 a.m.,259,55,1,23912.0,440.0,440.0,296.0,434.76363636363635,27.204277738486773,440.0,440.0,440.0,0.0,9.402316602316602E7,216216.2162162162,4.709090909090912,12.44494948470132,48.0,0.0,258.0,4.77777777777778,12.551278468545288,48.0,0.0,0,0,0,0,0,0,0,0,0,440,8,212355.21235521234,3861.003861003861,296.0,440.0,434.94736842105266,26.731750151559726,714.5864661654135,0,0,0,0,0,0,0,0,0.0,442.7142857142857,434.76363636363635,440.0,0,0,0,0,0,0,55,23912,1,440,-1,-1,55,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-914-37762-17,172.16.0.5,914,192.168.50.1,37762,17,01/12/2018 09:43:53 a.m.,32039,25,1,10568.0,440.0,440.0,224.0,422.72,59.80769181301014,440.0,440.0,440.0,0.0,343581.2603389619,811.5109710040888,1281.5600000000004,5054.395752543852,24460.0,0.0,32038.0,1334.9166666666663,5155.907687275844,24460.0,0.0,0,0,0,0,0,0,0,0,0,200,8,780.2990105808547,31.211960423234185,224.0,440.0,424.0,57.64613536983136,3323.076923076923,0,0,0,0,0,0,0,0,0.0,440.3076923076923,422.72,440.0,0,0,0,0,0,0,25,10568,1,440,-1,-1,25,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-798-28645-17,172.16.0.5,798,192.168.50.1,28645,17,01/12/2018 09:43:54 a.m.,358,45,1,19800.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,5.653631284916201E7,128491.62011173186,7.955555555555557,15.222524512223735,48.0,0.0,357.0,8.113636363636367,15.361104473812782,48.0,0.0,0,0,0,0,0,0,0,0,0,360,8,125698.32402234638,2793.296089385475,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,449.5652173913044,440.0,440.0,0,0,0,0,0,0,45,19800,1,440,-1,-1,45,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-833-47777-17,172.16.0.5,833,192.168.50.1,47777,17,01/12/2018 09:43:52 a.m.,206,13,1,5288.0,440.0,440.0,224.0,406.7692307692308,81.11530254947156,440.0,440.0,440.0,0.0,2.7805825242718447E7,67961.1650485437,15.846153846153847,22.244273247460622,54.0,1.0,205.0,17.08333333333333,22.76144400808818,54.0,1.0,0,0,0,0,0,0,0,0,0,104,8,63106.796116504855,4854.368932038835,224.0,440.0,411.2,76.00300745929165,5776.457142857143,0,0,0,0,0,0,0,0,0.0,440.57142857142856,406.7692307692308,440.0,0,0,0,0,0,0,13,5288,1,440,-1,-1,13,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-24490-17,172.16.0.5,634,192.168.50.1,24490,17,01/12/2018 09:43:52 a.m.,4,3,1,600.0,440.0,440.0,80.0,200.0,207.84609690826528,440.0,440.0,440.0,0.0,2.6E8,1000000.0,1.3333333333333333,1.5275252316519468,3.0,0.0,4.0,2.0,1.4142135623730951,3.0,1.0,0,0,0,0,0,0,0,0,0,24,8,750000.0,250000.0,80.0,440.0,296.0,197.1801207018598,38880.0,0,0,0,0,0,0,0,0,0.0,370.0,200.0,440.0,0,0,0,0,0,0,3,600,1,440,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-554-52775-17,172.16.0.5,554,192.168.50.1,52775,17,01/12/2018 09:43:54 a.m.,8634,47,1,20680.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,2446143.1549687283,5559.416261292565,183.70212765957444,954.5415679766779,6550.0,0.0,8633.0,187.6739130434782,964.6965683996835,6550.0,0.0,0,0,0,0,0,0,0,0,0,376,8,5443.595089182303,115.82117211026177,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,449.1666666666667,440.0,440.0,0,0,0,0,0,0,47,20680,1,440,-1,-1,47,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-564-53522-17,172.16.0.5,564,192.168.50.1,53522,17,01/12/2018 09:43:53 a.m.,356,13,1,5288.0,440.0,440.0,224.0,406.7692307692308,81.11530254947156,440.0,440.0,440.0,0.0,1.6089887640449438E7,39325.84269662922,27.384615384615383,30.888343166795845,94.0,1.0,355.0,29.583333333333332,31.181166615685687,94.0,1.0,0,0,0,0,0,0,0,0,0,104,8,36516.85393258427,2808.9887640449438,224.0,440.0,411.2,76.00300745929165,5776.457142857143,0,0,0,0,0,0,0,0,0.0,440.57142857142856,406.7692307692308,440.0,0,0,0,0,0,0,13,5288,1,440,-1,-1,13,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-776-30152-17,172.16.0.5,776,192.168.50.1,30152,17,01/12/2018 09:43:52 a.m.,403,43,1,18488.0,440.0,440.0,224.0,429.953488372093,46.02584858035241,440.0,440.0,440.0,0.0,4.696774193548387E7,109181.14143920597,9.372093023255815,28.423685006073264,145.0,0.0,402.0,9.571428571428573,28.737790923759267,145.0,0.0,0,0,0,0,0,0,0,0,0,344,8,106699.75186104218,2481.3895781637716,224.0,440.0,430.4,45.01636066223843,2026.472727272727,0,0,0,0,0,0,0,0,0.0,440.1818181818182,429.95348837209303,440.0,0,0,0,0,0,0,43,18488,1,440,-1,-1,43,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-655-2304-17,172.16.0.5,655,192.168.50.1,2304,17,01/12/2018 09:43:52 a.m.,958,3,1,744.0,440.0,440.0,152.0,248.0,166.27687752661222,440.0,440.0,440.0,0.0,1235908.1419624218,4175.365344467641,319.33333333333337,550.5037087371286,955.0,1.0,957.0,478.5,673.8727624707798,955.0,2.0,0,0,0,0,0,0,0,0,0,24,8,3131.5240083507306,1043.8413361169103,152.0,440.0,324.8,157.74409656148785,24883.2,0,0,0,0,0,0,0,0,0.0,406.0,248.0,440.0,0,0,0,0,0,0,3,744,1,440,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-44990-17,172.16.0.5,634,192.168.50.1,44990,17,01/12/2018 09:43:53 a.m.,307,9,1,3960.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1.4332247557003258E7,32573.289902280132,34.111111111111114,69.59426061904179,198.0,0.0,306.0,38.25,73.20567893661959,198.0,0.0,0,0,0,0,0,0,0,0,0,72,8,29315.96091205212,3257.328990228013,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,484.0,440.0,440.0,0,0,0,0,0,0,9,3960,1,440,-1,-1,9,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-766-19250-17,172.16.0.5,766,192.168.50.1,19250,17,01/12/2018 09:43:54 a.m.,200,41,1,18040.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,9.24E7,210000.0,4.878048780487806,12.702746006181538,44.0,0.0,199.0,4.9750000000000005,12.849199316569228,44.0,0.0,0,0,0,0,0,0,0,0,0,328,8,205000.0,5000.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,450.4761904761905,440.0,440.0,0,0,0,0,0,0,41,18040,1,440,-1,-1,41,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-592-42167-17,172.16.0.5,592,192.168.50.1,42167,17,01/12/2018 09:43:53 a.m.,136,19,1,8360.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,6.470588235294118E7,147058.82352941178,7.157894736842105,15.000974627206121,47.0,0.0,135.0,7.5,15.359419413046911,47.0,0.0,0,0,0,0,0,0,0,0,0,152,8,139705.88235294117,7352.941176470588,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,462.0,440.0,440.0,0,0,0,0,0,0,19,8360,1,440,-1,-1,19,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-978-19276-17,172.16.0.5,978,192.168.50.1,19276,17,01/12/2018 09:43:53 a.m.,256,19,1,8072.0,440.0,440.0,296.0,424.8421052631579,45.40345454049203,440.0,440.0,440.0,0.0,3.325E7,78125.0,13.473684210526315,26.537956927667526,95.0,0.0,256.0,14.222222222222218,27.10015314815757,95.0,0.0,0,0,0,0,0,0,0,0,0,152,8,74218.75,3906.25,296.0,440.0,426.2857142857143,43.314134941313156,1876.1142857142854,0,0,0,0,0,0,0,0,0.0,447.6,424.8421052631579,440.0,0,0,0,0,0,0,19,8072,1,440,-1,-1,19,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-652-8965-17,172.16.0.5,652,192.168.50.1,8965,17,01/12/2018 09:43:53 a.m.,5448,3,1,1320.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,323054.33186490455,734.2143906020558,1816.0,3143.6722157375125,5446.0,1.0,5447.0,2723.5,3850.196423560751,5446.0,1.0,0,0,0,0,0,0,0,0,0,24,8,550.6607929515419,183.55359765051395,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,550.0,440.0,440.0,0,0,0,0,0,0,3,1320,1,440,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-664-7929-17,172.16.0.5,664,192.168.50.1,7929,17,01/12/2018 09:43:52 a.m.,2704,27,1,11160.0,440.0,440.0,80.0,413.33333333333337,96.07689228305227,440.0,440.0,440.0,0.0,4289940.828402367,10355.029585798817,100.14814814814815,262.5992418560302,1311.0,0.0,2703.0,103.96153846153847,267.0362493399323,1311.0,0.0,0,0,0,0,0,0,0,0,0,216,8,9985.207100591717,369.8224852071006,80.0,440.0,415.1724137931035,92.83705731992296,8618.719211822661,0,0,0,0,0,0,0,0,0.0,430.0,413.3333333333333,440.0,0,0,0,0,0,0,27,11160,1,440,-1,-1,27,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-572-3163-17,172.16.0.5,572,192.168.50.1,3163,17,01/12/2018 09:43:53 a.m.,48,3,1,1320.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,3.6666666666666664E7,83333.33333333333,16.0,26.0,46.0,0.0,48.0,24.0,31.11269837220809,46.0,2.0,0,0,0,0,0,0,0,0,0,24,8,62500.0,20833.333333333332,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,550.0,440.0,440.0,0,0,0,0,0,0,3,1320,1,440,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-621-22629-17,172.16.0.5,621,192.168.50.1,22629,17,01/12/2018 09:43:52 a.m.,8,3,1,1320.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,2.2E8,500000.0,2.6666666666666665,2.0816659994661326,5.0,1.0,7.0,3.5,2.1213203435596424,5.0,2.0,0,0,0,0,0,0,0,0,0,24,8,375000.0,125000.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,550.0,440.0,440.0,0,0,0,0,0,0,3,1320,1,440,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-667-28910-17,172.16.0.5,667,192.168.50.1,28910,17,01/12/2018 09:43:52 a.m.,2552,57,1,25080.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1.0E7,22727.272727272728,44.77192982456139,78.19276033894415,308.0,0.0,2552.0,45.57142857142858,78.6649643956992,308.0,0.0,0,0,0,0,0,0,0,0,0,456,8,22335.423197492164,391.84952978056424,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,447.58620689655174,440.0,440.0,0,0,0,0,0,0,57,25080,1,440,-1,-1,57,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-921-9796-17,172.16.0.5,921,192.168.50.1,9796,17,01/12/2018 09:43:53 a.m.,808,111,1,48840.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,6.099009900990099E7,138613.86138613863,7.279279279279279,15.380135459369878,50.0,0.0,807.0,7.336363636363637,15.438708217535183,50.0,0.0,0,0,0,0,0,0,0,0,0,888,8,137376.23762376237,1237.6237623762377,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,443.92857142857144,440.0,440.0,0,0,0,0,0,0,111,48840,1,440,-1,-1,111,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-780-48333-17,172.16.0.5,780,192.168.50.1,48333,17,01/12/2018 09:43:52 a.m.,3791,171,1,74952.0,440.0,440.0,296.0,438.31578947368416,15.52738517595531,440.0,440.0,440.0,0.0,1.988710102875231E7,45370.61461355843,22.169590643274848,32.39935383082462,184.0,0.0,3791.0,22.299999999999994,32.450025300634735,184.0,0.0,0,0,0,0,0,0,0,0,0,1368,8,45106.83197045634,263.78264310208385,296.0,440.0,438.33526011560696,15.437901659080321,238.3288076354349,0,0,0,0,0,0,0,0,0.0,440.8837209302326,438.3157894736842,440.0,0,0,0,0,0,0,171,74952,1,440,-1,-1,171,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-950-8058-17,172.16.0.5,950,192.168.50.1,8058,17,01/12/2018 09:43:52 a.m.,459,51,1,22440.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,4.9847494553376906E7,113289.76034858388,9.0,19.54277360048977,98.0,0.0,459.0,9.179999999999998,19.698430477205694,98.0,0.0,0,0,0,0,0,0,0,0,0,408,8,111111.11111111111,2178.649237472767,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,448.46153846153845,440.0,440.0,0,0,0,0,0,0,51,22440,1,440,-1,-1,51,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-1018-58097-17,172.16.0.5,1018,192.168.50.1,58097,17,01/12/2018 09:43:52 a.m.,117,7,1,3080.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,3.0085470085470088E7,68376.06837606838,16.71428571428571,38.51715758686547,104.0,1.0,116.0,19.333333333333336,41.505019776729014,104.0,1.0,0,0,0,0,0,0,0,0,0,56,8,59829.05982905983,8547.008547008547,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,495.0,440.0,440.0,0,0,0,0,0,0,7,3080,1,440,-1,-1,7,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-1012-48081-17,172.16.0.5,1012,192.168.50.1,48081,17,01/12/2018 09:43:53 a.m.,19063,139,1,61160.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,3231390.652048471,7344.069663746524,137.14388489208642,531.428217317833,4755.0,0.0,19062.0,138.1304347826087,533.2364456319303,4755.0,0.0,0,0,0,0,0,0,0,0,0,1112,8,7291.612023291193,52.45764045533232,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,443.14285714285717,440.0,440.0,0,0,0,0,0,0,139,61160,1,440,-1,-1,139,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-20447-17,172.16.0.5,634,192.168.50.1,20447,17,01/12/2018 09:43:52 a.m.,36024,101,1,44440.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1245836.109260493,2831.4457028647566,356.6732673267326,1202.488146377426,7720.0,0.0,36023.0,360.22999999999985,1208.0119978583393,7720.0,0.0,0,0,0,0,0,0,0,0,0,808,8,2803.6864312680436,27.7592715967133,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,444.3137254901961,440.0,440.0,0,0,0,0,0,0,101,44440,1,440,-1,-1,101,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-823-39738-17,172.16.0.5,823,192.168.50.1,39738,17,01/12/2018 09:43:52 a.m.,110,23,1,10120.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,9.6E7,218181.81818181818,4.782608695652174,12.713473603511893,46.0,0.0,109.0,4.954545454545455,12.985256374707552,46.0,0.0,0,0,0,0,0,0,0,0,0,184,8,209090.9090909091,9090.90909090909,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,458.3333333333333,440.0,440.0,0,0,0,0,0,0,23,10120,1,440,-1,-1,23,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-559-23111-17,172.16.0.5,559,192.168.50.1,23111,17,01/12/2018 09:43:53 a.m.,7419,89,1,39160.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,5337646.583097452,12131.014961585119,83.35955056179773,134.64163269338783,889.0,0.0,7418.0,84.29545454545456,135.12175514969286,889.0,0.0,0,0,0,0,0,0,0,0,0,712,8,11996.225906456395,134.78905512872353,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,444.8888888888889,440.0,440.0,0,0,0,0,0,0,89,39160,1,440,-1,-1,89,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-15543-17,172.16.0.5,634,192.168.50.1,15543,17,01/12/2018 09:43:52 a.m.,7649,139,1,61160.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,8053340.305922342,18303.046149823505,55.028776978417255,101.2404185801821,451.0,0.0,7648.0,55.42028985507247,101.50357309838994,451.0,0.0,0,0,0,0,0,0,0,0,0,1112,8,18172.310105896195,130.73604392731076,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,443.14285714285717,440.0,440.0,0,0,0,0,0,0,139,61160,1,440,-1,-1,139,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-27390-17,172.16.0.5,634,192.168.50.1,27390,17,01/12/2018 09:43:53 a.m.,17884,135,1,59400.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,3346007.6045627375,7604.5627376425855,132.47407407407405,684.921346716907,7732.0,0.0,17884.0,133.46268656716424,687.394729129365,7732.0,0.0,0,0,0,0,0,0,0,0,0,1080,8,7548.64683515992,55.91590248266607,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,443.2352941176471,440.0,440.0,0,0,0,0,0,0,135,59400,1,440,-1,-1,135,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-565-58841-17,172.16.0.5,565,192.168.50.1,58841,17,01/12/2018 09:43:53 a.m.,105,7,1,3080.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,3.3523809523809522E7,76190.47619047618,15.0,21.8936824982307,48.0,1.0,104.0,17.333333333333336,23.010142691140935,48.0,1.0,0,0,0,0,0,0,0,0,0,56,8,66666.66666666666,9523.809523809523,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,495.0,440.0,440.0,0,0,0,0,0,0,7,3080,1,440,-1,-1,7,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-717-8837-17,172.16.0.5,717,192.168.50.1,8837,17,01/12/2018 09:43:53 a.m.,4098,137,1,60280.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1.4816983894582722E7,33674.96339677891,29.912408759124087,53.1647653184052,234.0,0.0,4098.0,30.132352941176464,53.29871221062989,234.0,0.0,0,0,0,0,0,0,0,0,0,1096,8,33430.941922889215,244.0214738897023,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,443.18840579710144,440.0,440.0,0,0,0,0,0,0,137,60280,1,440,-1,-1,137,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-7101-17,172.16.0.5,634,192.168.50.1,7101,17,01/12/2018 09:43:53 a.m.,750,11,1,4840.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,7040000.0,16000.0,68.18181818181819,142.77872263178304,493.0,1.0,703.0,70.3,150.3196963511805,493.0,1.0,0,0,0,0,0,0,0,0,0,88,8,14666.666666666666,1333.3333333333333,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,476.6666666666667,440.0,440.0,0,0,0,0,0,0,11,4840,1,440,-1,-1,11,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-746-41421-17,172.16.0.5,746,192.168.50.1,41421,17,01/12/2018 09:43:53 a.m.,4304,117,1,51480.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1.2063197026022306E7,27416.356877323422,36.786324786324755,113.81729377867188,818.0,0.0,4303.0,37.094827586206904,114.26193998674812,818.0,0.0,0,0,0,0,0,0,0,0,0,936,8,27184.014869888477,232.34200743494426,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,443.728813559322,440.0,440.0,0,0,0,0,0,0,117,51480,1,440,-1,-1,117,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-64569-17,172.16.0.5,634,192.168.50.1,64569,17,01/12/2018 09:43:52 a.m.,20873,133,1,58520.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,2824701.767834044,6419.776745077373,156.93984962406014,811.1379563510206,6324.0,0.0,20872.0,158.12121212121218,814.1131552003536,6324.0,0.0,0,0,0,0,0,0,0,0,0,1064,8,6371.867963397691,47.90878167968189,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,443.2835820895522,440.0,440.0,0,0,0,0,0,0,133,58520,1,440,-1,-1,133,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-550-31994-17,172.16.0.5,550,192.168.50.1,31994,17,01/12/2018 09:43:53 a.m.,1,1,1,368.0,368.0,368.0,368.0,368.0,0.0,368.0,368.0,368.0,0.0,7.36E8,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1000000.0,1000000.0,368.0,368.0,368.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,552.0,368.0,368.0,0,0,0,0,0,0,1,368,1,368,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-816-62489-17,172.16.0.5,816,192.168.50.1,62489,17,01/12/2018 09:43:53 a.m.,352,17,1,7480.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,2.25E7,51136.36363636364,20.70588235294118,35.026355623091796,104.0,0.0,351.0,21.9375,35.792864745178846,104.0,0.0,0,0,0,0,0,0,0,0,0,136,8,48295.454545454544,2840.909090909091,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,464.44444444444446,440.0,440.0,0,0,0,0,0,0,17,7480,1,440,-1,-1,17,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-587-25259-17,172.16.0.5,587,192.168.50.1,25259,17,01/12/2018 09:43:54 a.m.,11871,75,1,33000.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,2816948.8669867744,6402.156515879034,158.27999999999997,815.4679730897683,6644.0,0.0,11827.0,159.82432432432432,820.9239425185636,6644.0,0.0,0,0,0,0,0,0,0,0,0,600,8,6317.917614354309,84.23890152472411,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,445.7894736842105,440.0,440.0,0,0,0,0,0,0,75,33000,1,440,-1,-1,75,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-1003-22414-17,172.16.0.5,1003,192.168.50.1,22414,17,01/12/2018 09:43:52 a.m.,4745,199,1,87560.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1.8545837723919917E7,42149.63119072708,23.844221105527637,63.63247419353794,507.0,0.0,4743.0,23.954545454545453,63.774690288279274,507.0,0.0,0,0,0,0,0,0,0,0,0,1592,8,41938.88303477345,210.7481559536354,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,440.0,0,0,0,0,0,0,199,87560,1,440,-1,-1,199,0,0,0,0,0,0,0,0,0,No Label
